transaction_hash,transaction_index,block_hash,block_number,cumulative_gas_used,gas_used,contract_address,root,status,effective_gas_price,l1_fee,l1_gas_used,l1_gas_price,l1_fee_scalar
0xb1c1f7bbc90b20eb94e722c71405fec115f98079f3004240391310214e683ef6,0,0xd24707ed7813e6fdbd8bdf8bbb9847639884f5fe72c3cbe2b3f754f4d58799fd,73141,189648,189648,0x3e4bd3aea13f59b9502073b7a03cfb52ececc997,0x8bff9a28915385889e8991d47aefb8c6a67dbb3017290531220701c19462b7e4,,59416088145,,,,
0xb0f0d9b96f7bb160ec3373860e86ab38a4b70c793f0b7eb6b3044976d440098d,0,0xa1843170d7b5e1209bfc404c7ac68e5de1ed3e594a4008abaefbd7520284ec14,73230,533206,533206,0xb86a36e3e0d2e8132f5798119148edef957e1912,0x45c8dada94a0fed40d9b12c8d412db0289a67e503ce96704548b74fa1fc2e10f,,1185009799021,,,,
0xd9321d39baabf5f994ac184157c402b5de6ffa6a710d93f9a2a7d16436c62445,0,0x26afbf5b3c2766a4d8db753f187cba385c7da121d3c93285e9da959f226aae9e,73375,533206,533206,0xdf595d10e76effabb38fb3ddfaf89a4bd50acf0f,0xaade40d7fdca81afd1a23ae86608e5cef7d469134ca76100dc7373d680c97059,,1137078871032,,,,
0x48aaf2938ca3413f2ae17e9d02073378b16e3483fce64739d6817db3ebc28dac,0,0xbd30c56f69ba92aaa71bc1518bfbffb9d233b0d58c7f23f91dba1dfb99793823,73386,267886,267886,0x263b56fc1e2ccee1c5ae751dccf0a2fd6b400b8c,0xe0ce46addb2866adff33de81be6b952362536c42312b69e7d9c2bace81513d0e,,55928142749,,,,
0x8250540dc099527f760c6f0a6d8841c23899e412b3f2030a174c62e7f5e32743,1,0xe318a48f53210593012566bd23de0e5b9af797b9d26f95826c171d305abd189e,73401,289542,267886,0x8f41cc0d0af401e9bea4ba12c58697affd826722,0x888585ae9734068ae87bf5788a1e6b236f2c8755a833e52a86bc11de5dd8810d,,59367381503,,,,
0xec0c3d532c23b382609d3de306ed5b8ae839b90f9727eafab3e0b6fe6adaed8b,0,0x0eb532617e0581d561c5c67d737d814c53e495d1c2712bd0cdb0d99cf538c838,73428,107098,107098,0x11fe5f00cb9c5de83c13f3b520900d665927fc39,0xc1bb41f79242829a69a17f54e4e6bcd31d0d9d840057a1141b5a94b94bed730b,,55474213215,,,,
0xd05a7eee3ea4ef8ffbe4aa813f5a8ebab3806c8f5ebe0c5b29a3cfd775636288,0,0xdd3e4ebf0b938ffc363fd7ab4893b4f9ca9694ec2c02be9c161de5cb41c9316e,73492,206316,206316,0xe466eca6595d51ab6126ca948145a029baa522e0,0xd5cfd637a577afe8495724d330d6bdd042affd72b307cac06d7121d323ed6fa7,,54584505259,,,,
0xbd7631b5968819bde519bc5a23c850e1a612b3c97d724fbbc2503a624a108448,0,0x56b7ac13fb7de8aab2f3b9ab2ae5ab8a39d7b66aec13b79444e9ec526109ea42,73526,206316,206316,0x91601cbab0bd60a0bc314a409da5070f135bec6e,0x0a33ada3dcb43d6251dc4d111f43a5b9ca2b2ee1682fc0e290185e36ec87b26a,,58758047071,,,,
0xe233b6812a494b74f20c14f764bc0e34bb686fdd452e809ea5cfb2e8383be421,0,0x3469dcc94fcb424f1c2abc7d5e7363f6461b57d4994b863bdc82ae9d3ab53e47,73529,267886,267886,0x1c523996cb7cb5b0a4a48d8097e45093626b23f0,0x6631e898cede11b7d8fb7e25397285277db68c656c5ec56cdae676c82a8ffc3a,,60065009950,,,,
0xf56b51dc2454c67c6ff80bf518e5c74ca33191f8fcb28d7ca56247cc9f1cdacf,0,0xf1458158096b28600105a8950ecaf2ad71900bc3664c5c4760e3ddbf0c077343,73713,204720,204720,0x465b83e4b4c0294bf6d374d4733b95bb150bd21c,0xe65e1bf6488161556ed6a18ad7de031966f19e945067a6a0b11ba2a26ace0f1a,,54502037696,,,,
0x944ced0981219449d53ca9a9c695acc50d3bfbebf205a9c32591727cc1e8998d,0,0x681c546a8faf30bcf4e4a73b83999b4d999fbb70ee26aa2d2055e478b9a79af5,74277,564697,564697,0x88a91fd7fb8aaea8cdad2c990f1dbdcd28022a02,0x0cd61661fce19bf4d6cb09fd41bbdc5facc7e59e4538817ef5ce1d95dc3230e1,,1158719309287,,,,
0x7f77fd2974d4872e4e8179542c557aad1567d0281947d6a77a6963ddddba402f,0,0x3c4a856a33e2eaee72e1df778ae1d6d842909b9ec6957d2156e6928548520c6c,74739,37154,37154,0x417705f7e5dba87c3db5ce00295027ae27bcae0f,0xccbe2d016f5b08773ead877c71149acff8a5da409945d62f3d0518bcca025c3a,,1188050070043,,,,
0x6baf024207e23336bb11819e4ffb69561fd1fb597546a1b481e2bbfe1179ff55,0,0x334fb6d0e795351df56247b032e0a662226be546891aef82fff93ead3bf687a7,74814,277454,277454,0x5548e21695f8f5e4edbcd8abc2de0924c718daca,0x5b3211842449826fa9e761fdcb5112c6b304e41b5355157756fee7306c729c54,,57343859844,,,,
0x4a1315e93649ab14ce0a0d4c6e9d15ff711e5b16e5c3e885753add2e7bca9b24,0,0x4b2474d1e4757c417fc85f27fad9febf1583bc882048d1c59494b9219ac35a44,74817,599637,599637,0xc4c51de1abf5d60dbd329ec0f999fd8f021ae9fc,0xd76d3d33c9c1a18728a53de39f7f499e429b379c72ec8a8213d19fb3fc2b4c39,,1093604188844,,,,
0x7722e4002d56649751dfcfcc39253601139fcf466e1caa6a0e4ab598ca4735a2,1,0x0b9930041d74c5ac8464e851bbb62d33a658606e80128b2b41fa3621cc52d672,74909,702089,590300,0x93d38e72c5281e78f6b364eacac6fa907ecba164,0x54cca05f24393a92d569eb3ab1eb3dd9072d618fdeb67988ce87394461fadb01,,1128747597380,,,,
0xc954797d775563a3ca45cf8f1fb5caea7f0d082fbf4e71bdb0739a256d327b70,0,0x9a0d6f3a09d1a7ee6f2acb8f0e7f81b385fa4e8134bfb32c420987c6e16d6635,74917,798207,798207,0x96d76ae3397b52d9f61215270df65d72358709e3,0x92ee0906fbec208f01e900b164458e4a69bc8800741bc7ae2c3d6aac3d80cfdd,,50000000000,,,,
0xe3d8ba1c62818c7d259e1b827303215d4fa39fbcef8664524634e165dbff1e29,0,0x904c2966b147bef15b140e60d41b6ba6c705dc19318ae0fed64f6f76ca48eeaf,75008,589063,589063,0xd79b4c6791784184e2755b2fc1659eaab0f80456,0x4ca02a74b1cdc1f14ac8b6c3a504199626fa3f6687be61a80713c5a6e846d256,,1181294223525,,,,
0xbf49d37c1e1183eb30df7a65a150890a1e18f3ba0ebd024f453b78cc3156d64a,0,0x229647cc5146306f8a7bdc02428116f580a8c64f394bc75eae0bf8baf79766dd,75491,439147,439147,0xc7413a0ccfbd4010968850c815a2d7cb0de2bc6c,0x8f073a6a5b86598d53d9e5076b7c5bfb035df8c0ad8bf5839fa71ce12f25a2c6,,56698446088,,,,
0xe7da9ea3bbc66f2132cfeb86e995e7681ddbfab444c9cc0814aaa37ee3c06316,0,0x3edaad3815a2913d1eb2ef8a66ec930397b2b205d6ca07ed3f1a87ed137132d2,75563,541145,541145,0x7f751820be4b1e44464268c425af6095995e045a,0x0b38048e08bddeeeffc787e8ed20e686f0067b878de89bc98ada6c47db40ced4,,57689802319,,,,
0x22a876e8958a6a1905aaa743eaef9c2ab4a832f949bc556e458b399e202279b6,0,0x9e77d34037cc9c13678160cfa9a5c4938253761194eb15e20b2024077f751bc0,75971,636413,636413,0x35e57f2b08596f1946ecd9d31975ec3c2d7e1c1d,0x59b74937764083491c02303cede6798488d20bb36e395f5d323180abbb7546d8,,58039008293,,,,
0x72cc928256e5eb980bb28bbd8298c83039dc26f3c782d7c20c170f9b4b90f1a9,1,0xc0c0c2ebaf644441112502dab879b82354f87795953ea164a26f23118b92f039,76002,858640,837028,0xcb4bb078edaae9393c8da27b809aa9c0f4c920b7,0x29a517419263dbdb8f511f9f97394eb43364a80533f73bf1ff7d4a134a8d9147,,56861651514,,,,
0xca0a6febe18ce25e13e7b2dd4ad496613cf55da7a873988f0abd3247d023056c,1,0xef9ebde878cd6b2fa2142d94e1f7c4933153368efb6ebf001afce5c253981ab5,76159,229707,208707,0xe37673a8e0aaa536828f0d5b0ddba12fece1115c,0x8c0d94a9185f3ae32e4fe54c14810a0d8965aeb7571480441d53ab5e8af50fe3,,100000000000,,,,
0x5cb8895a1255129e38dc16623958dd085d8ca60a50354bee77784692024ffdda,0,0xd7e182bc8e7a1ed6c87aa104862127b85bd290603049e0c4692830ca3174dc42,76161,504074,504074,0x258c09146b7a28dde8d3e230030e27643f91115f,0xfe8ea563af7485611c7eabc3edebda4a178eba4f594463899002f33568382acd,,100000000000,,,,
0xe480e592aea70c1328461a828fc449111dcb7b50b14e9f93c2f689ff264aa9e0,0,0x784647d87f667ade924b3ce58e4eaaff116cae0990379801957dd4c16c288998,76163,1064482,1064482,0xdb7c577b93baeb56dab50af4d6f86f99a06b96a2,0x34651dfcdbc696ae48328f132390d3a74beb5429be3fb6354657610fe967357e,,100000000000,,,,
0xc9f378d160ea94f514a1c166c7221930f6492e7f53055e1c19e51a631cda2bca,0,0x7ade1efc406fa9106675c28f56050e2e1cc9fbfe1ba08598c475b668c8dd7a29,76165,144997,144997,0x33ca8b5377c9776eb59863fb63814dc00a5cb10d,0xd79dcb593dbb17ac312eb120b811112d1e99396d6a3e223e4679d0b839549503,,100000000000,,,,
0x2813d711309b4188a696b27478d9bf98c107c506d78b5a791fb8bfb106834c2b,0,0x297e2bb62e423aee1efeadbc612b21eb1f8513cf1cb04a9b479c1ce4df48d454,76425,54067,54067,0x6837afb9e9fc1a908f9ce54756d3dba55a87ea27,0xc1df44acc056d32a3e2af7a94a853ad00b33253e88a36dc07f53eccf7add86b0,,55030666693,,,,
0x30a52d90875ff1412388f6341c8530cc6e42ead9cb7e1bc67bbadd151f219d47,0,0x5fef8c3b0dcf411f1966b31923de1e8f1724ca0ebec3c6c3ba35c7db2a856ea5,76967,2763164,2763164,0xa236078f02627205b2e3bdea8dba2e9d150113d3,0x675d4b128b2c7521fd40182f9364bd6f90405cfbaa983c81064b2380b422447f,,65000000000,,,,
0x9e5828e960eea1c3dbdbd5383692f04514963cc8baf96860a45166561186afa8,0,0xba031b7bb14d9386bb4812d2f37311a43469a7fccce69024932fd4a849f2fe05,77186,174668,174668,0x3c2769fff8f525b64d2dd974e17aa50f9e9abc0a,0xa60cb3ce711202a111fe970fe130377ec3f35f1d02616a1a3484778842a7bfc5,,57454006723,,,,
0xb22a4d864eb51d0b13e08aab48cfbe61efda127070dc731f82f385a617bfb2b2,0,0xd586a2904c7ed59b3493f5ffd23c3a435ea22e80f1bee4d7705fca6f29d41401,77949,238556,238556,0x93eea62c088759fd22ebc15a6f9645672d3a9265,0x88a544492c89526b9d927b4765d50be71973ced9c8ab612ab2bd22448eab81c1,,56861651514,,,,
0x320b1720f3b87180f94874d468c0cf2aafb0f3136e33a18c4cbb9fe29724d473,0,0x3aecb3d26c363dc7ead40d8f420e46d11736657b43c08d7ebfc279fcab5e7a08,77980,264939,264939,0x94cfdec548de92301735dc0b82d8e1f79404ff94,0xad8fc1a0c1029348f4a83569dbcec4295f8573a36298b7e0ff3709af98b940ab,,57357776971,,,,
0x0c16e40057105ff6f5503aeb101e7f62776b39ccf256566657efcc9638bb6b1c,0,0xc87c438896e581314b352c22144c42eece6dc50f5d0ab4ca1a64aff29483c3ba,78001,264939,264939,0xd29dfe5ae95b5c067a91f472dac0d9be6700a4a9,0x0f980ed16fc22c32324fbe99bf32c730bf83cdc84f13b89cac7d5fd8feaab3a9,,57204156674,,,,
0x51ef4b800b18beccec04777d7d57bb237b1144c8a314c4f8674b002bed7e1afb,0,0xc65c99a7f65e9cd5265352ff02c1ce7120c821ffd45e57719d832fdbf8f52dda,78229,113679,113679,0x85cb4fab90bf67e2593891cbe75385eff0067188,0x5268cbcff723688d63df62a5d9b7808b471a60b2993e18f12309436a081c43b1,,60385819404,,,,
0x690d4e3dc91ee01917adbe1e4bb03f82ce2e8d553d7c7b3ec4e66e5f7ad54688,0,0x269ce7f996ada7af90080c96e02d02da347eca2c8c31dfa0b5b549869dfb960f,78241,113679,113679,0xc250a22436cdfbe47c0b8ca32a5834932964d1cb,0x1ed02522dd20c9242c36373460c44c34af2c8f895b500f371d4a2dbb2650abdc,,59192518957,,,,
0x2f91ae1931e13713ac45e811039b27eca87b692d5cb1044541931076aac646e7,0,0xf4c93bf824584ddc657a14962248e62b9207369fda75dbfcd3c65768b76a387f,78255,390305,390305,0x9611d9df6a56e3708f2093f08095f33922b59c4a,0x22924246829c1ce26b2e4f62335131348487588ad5c8ec7e8b828957eaa63e1e,,59031440701,,,,
0xf2daf22a4f87a388b9ff88123d70d85c8663f1d7ac42e2e3dfd97abe38648f6e,0,0x7fdde038b47485752866b3eb17646a6a7f9b0b04bc86317459dbb0265b4df4b4,50466,203965,203965,0x1392a4f1642c22bc6e3380bb156193e790770c35,0x5f7fcf8018cccc3d33cac44fa9d3a1408f3afae799d054e0a8eadf6e387d785e,,58829398343,,,,
0xbb8d9e2262cd2d93d9bf7854d35f8e016dd985e7b3eb715d0d7faf7290a0ff4d,1,0x50bc252c171eedfde3a2cb280616c5c42de3698eb5aa693002e46e5a812a4ff7,50500,191663,170051,0xc076cf70c54c698d4442cde1561452564fa339a5,0xe4c8298480ed42c238c50f992eb9da11ffcb1f9a42c05a992c4574f895bf3f3e,,50000000000,,,,
0xceb87a06673e2465b530b58fcac9cacd9ffb56c092df6dfe86953ea1951b8ead,0,0xa41600ba3892b928015fae92df6c9245cf42054d4886726643e12c0241d0fc7d,50797,47921,47921,0x61a9c3ee0fdc982630ccb79ffb53f277bc545606,0x50cabc2787bfbdfdecc96cd247b8adb8dba1777deb425606aa865d91e529d9cc,,1097447927512,,,,
0xf20d51a6d07ff4e1f32f082d84e8cf19589158d25def9f7bad189c56758593e1,1,0x8d7ae6af61bfbf43f56bb7346ec3900370fef7eae2d4d2cd3c5d5bc36246eaee,51112,60273,39273,0x58828dc80663a0f3d4ba2dcaff1c4fdffb88d96a,0xa5a74ec142a231059b2e07a2dd5dc54a03e2ce9aa05ab2bff36280b5703a9f69,,1162788356007,,,,
0xbfc8978b8f5dd9b5de292620d31a904b870114c459233e664e4e40f7b334f78a,0,0x057e924327b3d8534a264c140a6e17b3b3639f146488434fc51524d1426f3642,51128,93873,93873,0x8bbf81e9a8e936242354047c9905d621e269c7f7,0xa4402ead19f99a6f58efd570bd246c66330b9dce631f2f67067bf20fa4964747,,1094956131184,,,,
0x37f9d72b97288089fdba415b947153e6f7b7daab1034e38cab8bd4e539e8711b,0,0xf86294a4319cf68c78e7bf2738778865dc490b57458012a0bae24a3566dcf956,51245,203965,203965,0xf436ceba3850bd3b0e853b018212d6fc2b6267d0,0x1c044e468adf2b5c1710100c3a8367fd3b2d929ce37e779ffe3d3d17e18cb318,,57645264965,,,,
0xd064cb23bc28e3a233d40deadfc7580d71cd7eef707cd1dbf7eedf03b020b85d,0,0xf3d12bead89cfb487c691461e2052fb2714208bc1ecb1c09e831977af9cacc85,51291,80149,80149,0xd94badbec21695b7a36abcb979efad0108319d18,0x70207220bfdf19dd5261a045da357c311c2d0f52054418a05b178c865ec3b8f9,,1138028402830,,,,
0xf18ca6c25eafb634dac8256abe8bb2257f5ad2a1437221c22cbb6b870f97a9a7,0,0xc39db6328591c3844b6849f04d656368e9f15219d5f799c2c5fb3ca4e51637ce,51807,779965,779965,0x5564886ca2c518d1964e5fcea4f423b41db9f561,0x238ad718c6ee3bf400f2a02a8e7115ff62d1e6b4a3999739ceca191eeb7be857,,56861651514,,,,
0x60d2a087adb42b3f59590026e9717310ae8b6d3dd349ed92ca8330d9eeebd767,0,0x30da7221d8ab0e1568a5d18ef2f34c0e49a30b9fcb118986bbe55ede4700716a,51909,221184,221184,0x412fda7643b37d436cb40628f6dbbb80a07267ed,0xcf98860984894ef07987d104537d97c90625ad556b77d0d5e7651ded237968a8,,54568781392,,,,
0x0e6e3cae0fba5b57e7803b93fa0d5c37a6c7c00476cbe5100aea4154acc222b7,0,0x755c880bf6cc2e1884f92bc7434794aa7016c2a582637794b71d4afb62106179,52313,250262,250262,0x9018e2967c15e1faed9b5d6439522f075535a683,0x1f09d0f1be9baa50f810b760e03b80f1e835b38624cc2acfe39fe02355a83660,,57358546259,,,,
0xe1a133428b28de4b63410f6ebaddbe499de6ae5c7e0f55d60c142b20f66ba861,0,0x3f8893f6e26d5ac3539f8f4e4f9950f0a152f6fbd5ec766266738363ec3fe613,52426,202247,202247,0xa1a111bc074c9cfa781f0c38e63bd51c91b8af00,0xee290b55d2025698cc6f12cd8cc0752537b090a9213abb1285872377de20037a,,50000000000,,,,
0x4e145121a6a8d8d6c8ad3bb2d7a723500b4c5254abd70dd21e1d86d44071e5c0,0,0x1d837c1504cecf2c3e4e2dd35fd74401573384c5c2219d3648e6356adbdb7846,52444,243054,243054,0xda0c1c188213f92dd32b44796b4313ae267a68eb,0xdc9d38c832f173725d02ca7f61bb2f07d08b2a18e6ff0131b2d92b2a5efe6423,,59902036566,,,,
0xdabd7c1de0c70950eac907b2676fb347eb8b8f08154c7f243b2d24545bf680ad,0,0xea843769ebd2018e099afe0e652edc26031e6f3d41bdec3ba8ac4db8bff7d00f,52830,267000,267000,0xe727bba699fbe82a731dad9476b5234d0038cfa1,0x213e66b9b196aa672c9a06cd52b596cb54ad1aef55bb28096e82f95140a35b44,,1155189618900,,,,
0x89d065aa392f30ef639b4d506c3923c6a96315b2edfbe9f7fe4960d77904448c,0,0x8da251cb7820dbc60b9a1fd1b28688eae8ad8a7077a4a7bb6a2415e4260fb2af,52918,238875,238875,0x7717efe25b65c8c0fcb97a170b086c17b025a1e1,0xec692c66cdb208538c8095927dec581717004de6bf1789d66cbd920220426fb7,,1102163578715,,,,
0x427e341b43f13afde572fac5adc343b647a64d02aa9818e1007f8a9becddb0d3,0,0x3e9d0c662c52c81211be4b4a72e07097f586f60d75c400f78de295a34626d78e,52970,214109,214109,0xce44c75d3c2864421df2a1d2f068d8da8375f579,0x3671b000274ccf8a923b6a58b0e18116992118954b901a55fec608c72c531df8,,57344586579,,,,
0x1426dbae0f164647019c08b8199bbfa90d81357df526fa36761f68dd45a96d1c,0,0x2fa6f03c71ea403da29c835c5ab6001d95d9768ca99e2b6ab26917a7a593ca42,53051,177016,177016,0x3c401b518252abe3bbbf898a44939699e7da1634,0x503e4ea629a5b947f539ad53c3c0408b58bcb7fd4cea1887aa2bbd834f4c661b,,1121149748033,,,,
0x3dfab2d8a2dce564547373617caa05c1f0fe1c2d2db152f78e20e5d81956fdef,0,0x11964c2b3f5365f9241bbca64735acf0043edacae4d86178b55d34b745640360,53054,177016,177016,0x33e98638ea7f2c2fd83731528fb53802af395d13,0xc59d0102c4ee1decd3d88f25fd77f2185468d148c5c8d4aab79c382c22fa777e,,1218434028422,,,,
0x29f7f049b65fa86c60e789f066a089041c21f5f65a6f16bc9f779032478c7884,0,0x522b5298d477ebecb8d7daf1123b7d3d456c88403dd4930fb09ce65b856b81fd,53108,388422,388422,0xdc884e349103eaee4aef913d532cb5db2745f48b,0xe938b0a0ad1cf4e1aaf759985e45973217b1542398035c3f340afb2354549e61,,58415003149,,,,
0xca7a51f17d6638692cecd0c75382fc226fa6332f2259d9a0f1ef3a6d30ca73dd,0,0x5c151c4293d3ffc8d987bcaafc0be04d3e6f53361c19baf2716f989fe669d0a6,53212,432685,432685,0x18991fc52465c9cb2ca762947e855beb2ddfff72,0x2d836f0e5d6040aba3ae137b2c8759fdbd5592eadfdec2c12c9e4d45771e444f,,56812275478,,,,
0xa13705d6ea905431caeb62c33d9a08ec83cc8557a33316a9612f6cf523dabfcb,1,0x46abe36dc019d0f1be87469851f015b4bf1cc19b733cf20ea8d69cfcf0fbdba7,53573,159903,138903,0xd2eccde805e888ae37646544d60185b842ff3d6b,0xee977f84c705cba286cbee627c7bbdba162bed83dc20b59d33f52dc867b33698,,56802107402,,,,
0x9c81f44c29ff0226f835cd0a8a2f2a7eca6db52a711f8211b566fd15d3e0e8d4,0,0xd3cabad6adab0b52eb632c386ea194036805713682c62cb589b5abcd76de2159,54092,1436963,1436963,0xde0b295669a9fd93d5f28d9ec85e40f4cb697bae,0x1a47682428b047bbb5bd37ba5e33a7822872853b94e3262cb0703ee536f9ad3b,,10000000000000,,,,
0x2740e6ca150ccd0d3a564f12776d990d7bb13a0f280aee9b413b31b126d807cc,0,0xa0b9659fb26fdb8e670880a660552820062fdb397719e399637045076e008041,54126,68369,68369,0x4fb5acbe16ffdda225cb14c64aa84c7e253b08ae,0x9dca701888bf8ed2ebe6a186f5640d8d5f8926904644761e99b77fbd7987753b,,1141177915839,,,,
0x6596a0fd8da948de9a5f5d78f69997cc92dce0262c8366cd9b505d9e894465b5,0,0xeeee88a61769403d58219b7f4c8f92f7fdfee86c24cd3017af1f05e7c8dfae66,54180,492325,492325,0x5fc8aefc86884f0792995c015ff12647fafa0d83,0xb0c5cbb648d66a466d760f3642b61b5e3d38c708ec68216aca24f7884b341692,,56680069964,,,,
0xaf6cd7e03674b4ef4bd6f56832a181f29dd46dc65f671ef061a4f737cf7555c2,2,0x6bfeca5b0e7f9564b4df81a049f09842d2c9a2fab625bf97f75fea1ed89b8871,54213,727578,685578,0x4ab02026c081f6be9c31ebe76963cbd723f9d97d,0x227dd3fe08be1b53eb22b7293c7ba1d3029f8740f1eed6b7137fd3e0e1619aa2,,56861651514,,,,
0xf94c3cf181a5c3dcea9dab2b94bc79a579c169f4cd113d33550ba79182b3fcaf,1,0x9acdf4c74eca0cb7cb04440765d4922af65a45851adddc4fb4bfd2b1db058d75,54254,913657,413657,0x97b29a4a9087f7da2a9bb06aca8f7be7d67c3532,0x511ac8345dd8e8aa10a47c72a8ff9c608256286e194b0c3a4c4531190d82eb89,,57768125940,,,,
0x12945faff5df252934cfbc25353dbecf2175b5017a3990bb764b44b7cc763547,0,0xa97c022682825f25dc54af438b2032dda08b517e0f1ae25527247c90c43b6d87,54300,221184,221184,0x506f4b138e30f4ed0b9511d4d676eaaeca466983,0xa615aa18637a92c778ca88983788caa6edcaee08cd771ddf5e154edc915db67c,,59284822617,,,,
0x8d201300f015e312ce2525f1576f0599b803949860dab8c1e55f6f3c6f880b24,0,0x56d0f32b35c34b9f43a385478ddfd438fdd14da4076d4195e535a60e796bb4b5,54304,397668,397668,0xd51ead1daa49bf10cf495430b8826780966130ef,0x54b6244f0f6549eb4b550a9cab91274fb0daca4fdfbed7e329438c9223763431,,58907244860,,,,
0xd1324021689838fa240c3ba16c5896d72c090cae4ed71b92f3ec7dcd84bf7d0b,0,0xf6854f9a2d5f596addad9ca22808273510470f06a02776408294c1f217e33f17,54329,340017,340017,0x59622442b567187157b85d6928a6c56e1e0841ca,0x92e59313967fb2f6504013bd5820f4ee8fd93e0ac4bb06ffd6eca750567fa601,,56919548796,,,,
0xedd0980806a560639c9f645cf3d6726cae78047dabfd79d7be8e049785ac684c,0,0x915d00a94ce69a23bd5e989c27797bdc1b36daf66fe038fc1d65c7d738bbb11e,54347,340017,340017,0xb9371963069cee6df7d153a9e6b45fc90cb6743b,0xfa00e8d848e082e0850d7410f493f8a4110793a005ef2eb9ebef2d87eeb4df3e,,58938431076,,,,
0x2e818a4b9d03db001aee038e509f992e0ec9a48fc52f5cf8da596b15b17849cd,0,0x8aaf08c18c334c120cfc57d53fea09a53effcbfc0637344ded0e72cd287c3919,54357,384180,384180,0xba41af292f5c5edcc019f5ec41ac03752e4eb0e1,0xe53d594416d113e7ecdf61baf8f7dc1e933efab924ace200e4f8779076baf8ce,,60194518342,,,,
0x80cfe6ad0f66cd755f41d2780c5ee3f879268d80de0171ce1b5597d372162d37,1,0x42b8f795551cf0fb5c73e9461f1b9d8109c2c833d11f80e251e37b336c255107,54372,442801,421801,0x839333261d34dbf8d3bac21e8237252249d38dea,0xa58a26d5756e48e32575ee01abb2d3f99f1964accc226a4c2a394097db060743,,56712893268,,,,
0xde1a62249ebc6b3b98036ab0b2b070452bcf514d34aa92849547b5cb5e23feb0,0,0x9992118d74199f768dab76d054fef21569ab9526843db887d4be6b2c1578dca7,54384,422069,422069,0xbca021a5b83ef3109acf4858f1d0e36f5ad15306,0x89c21c0a8d42faccfeb27c029f62e60e8bb5d4f7a5478cf30195c9d37299b6c6,,55965485268,,,,
